slug,identifier,name,type,usage,frequency,dme_channel,dme_rx_frequency,dme_tx_frequency,dme_bias,vor_slaved_variation,localizer_heading,glide_slope_angle,reception_range,latitude,longitude,elevation,region,airport,airport_runway,country
ibi-mm-uk-ukbb,IBI,MM 18L,MM,TERMINAL,111300,,,,,,182.683,,,50.36889,30.90714,0,UK,UKBB,18L,UA
ibik-mm-wa-wabb,IBIK,MM 11,MM,TERMINAL,110500,,,,,,109.258,,,-1.18222,136.08544,0,WA,WABB,11,ID
ibil-mm-k1-kbil,IBIL,MM 10L,MM,TERMINAL,111500,,,,,,111.799,,,45.81591,-108.56638,3620,K1,KBIL,10L,US
ibk-mm-un-unkl,IBK,MM 29,MM,TERMINAL,111700,,,,,,293.175,,,56.16333,92.53381,0,UN,UNKL,29,RU
ibkl-mm-wi-wigg,IBKL,MM 13,MM,TERMINAL,111700,,,,,,133.263,,,-3.85100,102.32536,0,WI,WIGG,13,ID
ibl-mm-eb-ebbr,IBL,MM 25L,MM,TERMINAL,110350,,,,,,249.901,,,50.90253,4.53881,0,EB,EBBR,25L,BE
ibpn-mm-wa-wall,IBPN,MM 25,MM,TERMINAL,110900,,,,,,247.028,,,-1.26058,116.91281,0,WA,WALL,25,ID
ibr-mm-eb-ebbr,IBR,MM 25R,MM,TERMINAL,108900,,,,,,245.396,,,50.91558,4.51461,0,EB,EBBR,25R,BE
ibre-mm-ed-eddw,IBRE,MM 09,MM,TERMINAL,110300,,,,,,87.853,,,53.04638,8.76043,0,ED,EDDW,09,DE
ibrw-mm-ed-eddw,IBRW,MM 27,MM,TERMINAL,110900,,,,,,267.853,,,53.04775,8.82236,0,ED,EDDW,27,DE
ibs-mm-li-lipo,IBS,MM 32,MM,TERMINAL,110550,,,,,,315.028,,,45.41456,10.35122,0,LI,LIPO,32,IT
ibs-mm-ui-uibb,IBS,MM 30,MM,TERMINAL,110300,,,,,,294.938,,,56.36039,101.73794,0,UI,UIBB,30,RU
ibtm-mm-wi-widd,IBTM,MM 04,MM,TERMINAL,110100,,,,,,41.412,,,1.10024,104.10053,57,WI,WIDD,04,ID
ibui-mm-k7-ktys,IBUI,MM 23R,MM,TERMINAL,111700,,,,,,224.690,,,35.82655,-83.97825,967,K7,KTYS,23R,US
ibut-mm-vt-vtbu,IBUT,MM 18,MM,TERMINAL,111100,,,,,,184.605,,,12.70167,101.00000,59,VT,VTBU,18,TH
ibw-mm-uu-uuee,IBW,MM 24L,MM,TERMINAL,110500,,,,,,255.079,,,55.97836,37.46156,0,UU,UUEE,24L,RU
ibx-mm-eb-ebbr,IBX,MM 01,MM,TERMINAL,109900,,,,,,14.433,,,50.87775,4.48761,0,EB,EBBR,01,BE
ibx-mm-uu-uuob,IBX,MM 29,MM,TERMINAL,110500,,,,,,297.387,,,50.63442,36.61914,0,UU,UUOB,29,RU
icae-mm-k7-kcae,ICAE,MM 11,MM,TERMINAL,110300,,,,,,104.739,,,33.94622,-81.14729,202,K7,KCAE,11,US
icar-mm-su-sumu,ICAR,MM 24,MM,TERMINAL,109900,,,,,,233.404,,,-34.82344,-56.00628,0,SU,SUMU,24,UY
icb-mm-rj-rjcj,ICB,MM 36R,MM,TERMINAL,110300,,,,,,352.640,,,42.76611,141.67389,0,RJ,RJCJ,36R,JP
icc-mm-ws-wsss,ICC,MM 20C,MM,TERMINAL,109700,,,,,,202.882,,,1.37005,104.00239,0,WS,WSSS,20C,SG
ice-mm-ws-wsss,ICE,MM 02C,MM,TERMINAL,108300,,,,,,22.882,,,1.32084,103.98162,0,WS,WSSS,02C,SG
ices-mm-sg-sges,ICES,MM 23,MM,TERMINAL,111300,,,,,,220.628,,,-25.43667,-54.82556,0,SG,SGES,23,PY
icg-mm-ut-utdk,ICG,MM 01,MM,TERMINAL,108100,,,,,,15.941,,,37.96667,69.79833,2295,UT,UTDK,01,TJ
icg-mm-zb-zbtj,ICG,MM 34L,MM,TERMINAL,110500,,,,,,334.551,,,39.10247,117.35973,0,ZB,ZBTJ,34L,CN
icgf-mm-k5-kcgf,ICGF,MM 24,MM,TERMINAL,111100,,,,,,229.378,,,41.57412,-81.47122,870,K5,KCGF,24,US
icgr-mm-wi-wiii,ICGR,MM 25R,MM,TERMINAL,110900,,,,,,248.152,,,-6.10572,106.67717,0,WI,WIII,25R,ID
ich-mm-nz-nzch,ICH,MM 02,MM,TERMINAL,109900,,,,,,39.977,,,-43.50380,172.51498,0,NZ,NZCH,02,NZ
ich-mm-ws-wsss,ICH,MM 20R,MM,TERMINAL,108900,,,,,,202.884,,,1.38542,103.99284,0,WS,WSSS,20R,SG
ick-mm-ei-eikn,ICK,MM 26,MM,TERMINAL,110700,,,,,,258.718,,,53.91403,-8.78511,0,EI,EIKN,26,IE
icl-mm-fw-fwcl,ICL,MM 10,MM,TERMINAL,110300,,,,,,96.831,,,-15.67639,34.94889,2555,FW,FWCL,10,MW
icms-mm-li-licb,ICMS,MM 05,MM,TERMINAL,108950,,,,,,50.060,,,36.98431,14.59161,756,LI,LICB,05,IT
icn-mm-uk-ukln,ICN,MM 15,MM,TERMINAL,109500,,,,,,153.164,,,48.27586,25.96792,0,UK,UKLN,15,UA
icow-mm-ed-edbc,ICOW,MM 26,MM,TERMINAL,108750,,,,,,257.386,,,51.86043,11.45061,0,ED,EDBC,26,DE
icr-mm-uk-ukln,ICR,MM 33,MM,TERMINAL,110300,,,,,,333.164,,,48.24117,25.99378,0,UK,UKLN,33,UA
icr-mm-uw-uwks,ICR,MM 24,MM,TERMINAL,108300,,,,,,251.808,,,56.09669,47.38231,0,UW,UWKS,24,RU
icrd-mm-lt-ltay,ICRD,MM 23,MM,TERMINAL,110700,,,,,,238.827,,,37.79675,29.72456,2773,LT,LTAY,23,TR
icrm-mm-lt-ltfh,ICRM,MM 13,MM,TERMINAL,110100,,,,,,133.629,,,41.27028,36.54503,0,LT,LTFH,13,TR
ics-mm-yb-ybcs,ICS,MM 15,MM,TERMINAL,109900,,,,,,156.606,,,-16.85819,145.74019,0,YB,YBCS,15,AU
ict-mm-sb-sbct,ICT,MM 15,MM,TERMINAL,109300,,,,,,134.697,,,-25.51467,-49.19150,0,SB,SBCT,15,BR
ictr-mm-vt-vtct,ICTR,MM 03,MM,TERMINAL,109500,,,,,,28.871,,,19.93136,99.87056,1279,VT,VTCT,03,TH
icuc-mm-sk-skcc,ICUC,MM 16,MM,TERMINAL,109900,,,,,,148.936,,,7.95056,-72.52583,1089,SK,SKCC,16,CO
icw-mm-ws-wsss,ICW,MM 02L,MM,TERMINAL,110900,,,,,,22.884,,,1.34098,103.97408,0,WS,WSSS,02L,SG
icwa-mm-k5-kcwa,ICWA,MM 08,MM,TERMINAL,110300,,,,,,77.348,,,44.77819,-89.68634,0,K5,KCWA,08,US
icx-mm-ws-wsss,ICX,MM 02R,MM,TERMINAL,110500,,,,,,23.010,,,1.31433,103.99645,0,WS,WSSS,02R,SG
icz-mm-ws-wsss,ICZ,MM 20L,MM,TERMINAL,108550,,,,,,203.010,,,1.36371,104.01738,0,WS,WSSS,20L,SG
idaa-mm-k6-kdaa,IDAA,MM 32,MM,TERMINAL,108900,,,,,,313.586,,,38.70437,-77.16670,50,K6,KDAA,32,US
idbn-mm-lt-ltcc,IDBN,MM 34,MM,TERMINAL,108500,,,,,,342.669,,,37.87067,40.21011,0,LT,LTCC,34,TR
iddo-mm-k7-kmco,IDDO,MM 35L,MM,TERMINAL,110500,,,,,,359.471,,,28.40042,-81.29552,82,K7,KMCO,35L,US
idel-mm-wi-wimm,IDEL,MM 23,MM,TERMINAL,110900,,,,,,224.781,,,3.65656,98.88889,20,WI,WIMM,23,ID
ides-mm-wi-wimm,IDES,MM 05,MM,TERMINAL,109300,,,,,,44.843,,,3.61914,98.85167,23,WI,WIMM,05,ID
