icao_24bit_address,registration,manufacturer,model,aircraft_type,serial_number,description,operator,registered_at,registered_until,manufactured_at
a58eaa,N4571T,Piper,PA-32-260 Cherokee Six,PA32,32-7200023,L1P,,,2024-03-31,
a58eae,N4571X,Piper,PA-28-181 Archer II,P28A,28-7690039,L1P,,,2021-12-31,1975-01-01
a58eaf,N4571Y,Piper,PA-25-235 Pawnee B,PA25,25-4235,L1P,,,2024-02-29,1967-01-01
a58ee7,N4573J,Piper,PA-28R-180 Arrow,P28R,28R-30438,L1P,,,2024-01-31,
a58eea,N4573M,Piper,PA-11 Cub Special,PA11,11-76,L1P,,,2023-05-31,1947-01-01
a58eee,N4573R,Piper,PA-28-140 Cherokee,P28A,28-21314,L1P,,,2023-09-30,1965-01-01
a58ef6,N4573Z,Piper,PA-22-108 Colt,PA22,22-8082,L1P,,,2023-02-28,1961-01-01
a58f09,N4574H,Piper,PA-15 Vagabond,PA15,15-349,L1P,,,2023-09-30,1949-01-01
a58f0a,N4574J,Piper,PA-28R-180 Arrow,P28R,28R-30439,L1P,,,2024-02-29,1968-01-01
a58f11,N4574R,Piper,PA-28-140 Cherokee,P28A,28-21316,L1P,,,2023-06-30,1965-01-01
a58f13,N4574T,Piper,PA-34-200 Seneca,PA34,34-7250137,L2P,,,,1972-01-01
a58f17,N4574X,Piper,PA-34-200T Seneca II,PA34,34-7670075,L2P,,,2022-03-31,1975-01-01
a58f2a,N4575F,Piper,PA-28-151 Cherokee Warrior,P28A,28-7715049,L1P,,,2022-10-31,1976-01-01
a58f32,N4575P,Piper,PA-23-250 Aztec,PA27,27-84,L2P,,,2023-12-31,1960-01-01
a58f4d,N4576F,Piper,PA-28-151 Cherokee Warrior,P28A,28-7715050,L1P,,,2022-11-30,1976-01-01
a58f5d,N4576X,Piper,PA-28R-200 Arrow,P28R,28R-7635081,L1P,,,2023-11-30,1975-01-01
a58f69,N45769,Piper,J-3 Cub,J3,5565,L1P,,,2023-01-31,
a58f6b,N4577A,Piper,PA-18-95 Super Cub,PA18,18-4883,L1P,,,2023-08-31,1956-01-01
a58f72,N4577H,Piper,PA-15 Vagabond,PA15,15-351,L1P,,,2023-04-30,1948-01-01
a58f76,N4577M,Piper,PA-11 Cub Special,PA11,11-80,L1P,,,2022-01-31,
a58f80,N4577X,Piper,PA-32-260 Cherokee Six,PA32,32-7600004,L1P,,,2023-05-31,1975-01-01
a58f99,N4578M,Piper,PA-11 Cub Special,PA11,11-81,L1P,,,2022-06-30,1947-01-01
a58f9f,N4578T,Piper,PA-28R-200 Arrow,P28R,28R-7235097,L1P,,,2023-11-30,1972-01-01
a58fb1,N4579A,Piper,PA-18-95 Super Cub,PA18,18-4885,L1P,,,2023-10-31,1956-01-01
a58fb8,N4579H,Piper,PA-15 Vagabond,PA15,15-353,L1P,,,2023-02-28,
